DrawDate,DrawnNo1,DrawnNo2,DrawnNo3,DrawnNo4,DrawnNo5,DrawnNo6
20220215,3,4,12,19,38,49
20220216,1,3,6,9,31,36
20220219,1,16,18,21,33,41
20220220,29,35,36,37,39,50
20220223,11,29,32,43,45,48
20220226,12,18,21,30,42,50
20220227,8,10,19,31,37,45
20220302,1,6,13,16,44,45
20220305,6,18,26,36,37,43
20220306,7,14,21,23,36,46
20220309,1,6,8,12,18,20
20220312,12,19,24,34,35,47
20220313,23,26,36,37,39,48
20220316,5,25,29,30,32,42
20220319,12,15,21,46,48,49
20220320,3,9,17,23,33,45
20220323,1,2,5,19,27,44
20220326,4,5,9,23,41,50
20220327,6,19,23,27,44,49
20220329,8,19,28,30,46,49
20220330,11,17,23,36,38,44
20220402,3,13,16,46,47,50
20220403,20,25,33,37,39,47
20220406,25,35,37,39,45,46
20220409,14,30,31,34,38,46
20220410,5,7,9,17,23,31
20220413,2,4,8,16,18,26
20220416,5,6,13,26,32,48
20220417,10,16,23,26,27,40
20220420,2,4,9,26,28,39
20220423,2,22,33,34,35,50
20220424,9,17,19,29,30,35
20220427,2,18,19,34,37,44
20220430,9,15,27,35,38,48
20220501,6,8,24,29,32,47
20220504,4,14,21,36,41,44
20220507,13,16,34,40,48,50
20220508,6,9,14,22,35,50
20220511,1,3,7,13,14,45
20220514,2,8,16,17,24,42
20220515,1,5,23,26,43,45
20220518,8,26,29,32,40,45
20220521,1,18,23,24,38,44
20220522,6,12,16,33,43,44
20220525,1,20,24,28,32,35
20220528,16,29,32,38,41,43
20220529,14,15,25,28,38,40
20220531,24,25,31,32,34,37
20220601,5,13,31,33,38,47
20220604,4,21,36,40,45,47
20220605,1,14,23,28,41,50
20220608,9,22,27,32,33,38
20220611,5,7,24,28,29,31
20220612,13,17,21,22,37,47
20220614,6,11,18,24,36,39
20220615,4,10,25,28,40,41
20220618,5,6,18,42,45,50
20220619,10,14,15,37,39,43
20220622,5,7,8,27,37,47
20220625,16,18,24,30,46,48
20220626,1,8,20,38,41,48
20220628,18,19,45,46,47,50
20220629,9,14,18,37,38,42
20220702,4,6,7,8,39,45
20220703,5,7,20,28,36,48
20220706,7,20,22,36,43,46
20220709,24,29,32,37,45,48
20220710,2,23,26,32,34,49
20220713,2,17,32,33,36,50
20220716,3,9,16,38,43,49
20220717,4,18,23,44,48,50
20220719,4,16,34,42,44,47
20220720,8,19,26,39,42,44
20220723,2,7,14,18,25,45
20220724,2,12,30,34,36,43
20220726,8,10,18,19,29,37
20220727,4,11,17,19,33,44
20220730,1,5,14,21,35,47
20220731,19,23,31,34,42,44
20220802,4,8,13,20,32,50
20220803,3,10,37,40,44,48
20220806,16,18,20,26,39,40
20220807,1,8,15,17,29,40
20220809,10,15,24,27,35,50
20220810,23,25,26,29,34,42
20220813,3,16,33,44,46,49
20220814,2,14,19,23,27,30
20220816,12,23,31,35,38,42
20220817,7,9,26,32,38,47
20220820,2,3,26,35,39,46
20220821,8,13,22,24,32,43
20220824,2,9,30,35,40,42
20220827,12,15,23,31,33,43
20220828,20,22,33,35,36,48
20220831,1,6,23,33,46,48
20220903,1,13,34,36,41,47
20220904,4,13,28,38,44,50
20220906,6,14,26,36,39,45
20220907,10,23,29,36,48,50
20220910,8,9,15,18,22,49
20220911,14,28,29,31,38,42
20220914,5,12,25,37,43,48
20220917,11,22,30,32,35,36
20220918,4,9,24,27,41,42
20220921,5,12,15,27,34,42
20220924,8,12,15,27,45,48
20220925,2,3,5,15,30,49
20220927,7,21,27,31,37,42
20220928,8,14,15,18,27,40
20221001,1,11,21,26,45,46
20221002,1,11,30,36,42,47
20221005,4,8,24,28,30,47
20221008,5,6,18,28,34,46
20221009,20,29,44,47,48,49
20221012,2,18,20,33,36,41
20221015,5,29,33,36,43,50
20221016,10,25,30,41,46,47
20221018,11,26,29,34,35,40
20221019,6,8,11,19,39,46
20221022,14,25,28,31,35,42
20221023,3,4,21,34,37,49
20221025,4,22,33,35,37,43
20221026,14,30,40,42,48,49
20221029,25,32,39,42,44,48
20221030,1,2,18,28,32,41
20221102,4,23,30,37,43,47
20221105,5,7,11,17,21,34
20221106,4,5,26,29,43,45
20221109,4,11,21,22,34,44
20221112,1,2,5,23,39,50
20221113,1,3,23,32,47,48
20221115,1,6,22,29,36,46
20221116,11,13,16,17,25,28
20221119,1,11,15,19,24,45
20221120,16,18,20,31,37,41
20221122,6,7,29,34,35,45
20221123,2,11,16,20,33,38
20221126,13,14,25,31,35,38
20221127,5,7,16,18,22,40
20221129,2,3,8,33,42,45
20221130,3,4,8,19,42,45
20221203,3,8,15,18,40,48
20221204,17,19,21,30,39,43
20221206,18,24,29,34,39,44
20221207,1,3,8,9,23,47
20221210,15,26,40,41,46,47
20221211,8,13,17,18,25,29
20221214,12,14,19,23,27,44
20221217,4,8,14,31,35,45
20221218,14,22,28,40,42,45
20221220,18,30,32,33,40,47
20221221,2,10,13,20,23,32
20221224,4,17,18,26,32,41
20221225,4,16,23,25,44,45
20221227,15,26,29,34,40,48
20221228,13,30,45,46,47,49
20221231,13,32,35,43,46,49
20230101,4,6,21,25,29,35
20230104,1,6,14,31,38,42
20230107,1,12,26,28,32,37
20230108,4,9,23,25,30,41
20230111,7,12,19,20,36,39
20230114,2,10,28,33,37,41
20230115,2,5,7,23,25,26
20230118,6,8,26,38,39,45
20230121,15,24,35,45,46,47
20230122,5,35,37,41,46,47
20230124,10,11,17,29,45,48
20230125,1,2,7,18,33,47
20230128,2,4,11,22,34,49
20230129,16,17,25,36,41,43
20230131,12,20,21,28,42,46
20230201,13,14,21,30,34,47
20230204,7,8,23,27,45,46
20230205,30,33,35,39,40,43
20230208,10,11,29,36,41,47
20230211,7,8,13,19,22,39
20230212,12,24,26,28,34,46
20230215,10,14,29,37,38,45
20230218,8,9,14,28,38,47
20230219,5,15,19,27,39,49
20230222,2,11,38,42,46,48
20230225,7,8,9,23,39,47
20230226,17,35,42,45,48,49
20230301,3,21,23,31,45,46
20230304,11,17,32,33,35,48
20230305,1,2,23,34,39,44
20230307,1,8,28,32,44,48
20230308,8,11,19,21,26,37
20230311,2,29,39,40,44,50
20230312,1,3,14,20,25,49
20230315,2,20,34,38,39,49
20230318,1,27,30,36,41,44
20230319,7,15,20,31,34,45
20230322,6,11,23,28,37,42
20230325,1,3,4,21,40,46
20230326,1,9,21,23,43,48
20230329,14,15,23,27,42,48
20230401,3,4,18,27,34,49
20230402,6,13,34,39,42,48
20230405,2,4,45,47,48,50
20230408,1,12,18,38,39,50
20230409,5,19,30,36,38,43
20230412,9,11,18,28,31,44
20230415,3,7,12,22,24,28
20230416,13,23,25,30,33,39
20230419,19,29,35,37,42,45
20230422,7,11,15,25,36,49
20230423,5,6,11,15,16,31
20230426,7,36,37,40,41,48
20230429,4,11,24,34,40,46
20230430,11,14,15,30,36,46
20230503,22,24,31,45,47,50
20230506,11,13,19,23,24,34
20230507,1,6,9,17,38,41
20230510,2,14,21,25,31,34
20230513,7,8,10,11,15,25
20230514,4,13,21,22,30,31
20230517,6,13,19,37,38,41
20230520,16,20,36,37,45,49
20230521,1,13,26,37,39,41
20230524,5,9,17,18,24,31
20230527,1,13,14,29,32,41
20230528,3,4,18,21,23,33
20230530,2,14,18,21,22,49
20230531,11,14,17,21,24,32
20230603,17,30,32,34,36,47
20230604,3,10,21,33,36,47
20230607,12,15,18,36,44,50
20230610,3,19,41,42,46,49
20230611,1,2,3,13,24,33
20230614,17,24,32,36,37,46
20230617,15,27,29,32,39,46
20230618,7,15,16,25,36,38
20230621,3,4,12,26,31,35
20230624,1,16,22,38,41,45
20230625,13,15,16,25,30,35
20230628,8,12,14,34,38,44
20230701,5,9,16,31,44,46
20230702,3,7,10,14,16,31
20230704,3,11,16,22,26,34
20230705,19,32,33,35,41,47
20230708,3,19,32,37,38,45
20230709,4,5,8,25,27,39
20230712,10,21,23,25,36,44
20230715,9,17,22,27,37,48
20230716,3,14,15,22,31,35
20230719,9,19,25,32,36,48
20230722,1,14,20,21,33,41
20230723,2,10,12,36,41,43
20230726,2,22,26,30,33,34
20230729,2,5,7,28,31,38
20230730,7,8,10,13,35,44
20230802,12,28,29,35,38,43
20230805,1,2,6,7,13,34
20230806,3,6,8,22,25,30
20230809,19,20,28,31,33,49
20230812,8,11,13,34,40,50
20230813,1,19,20,31,34,46
20230816,3,5,8,14,22,38
20230819,3,5,15,20,48,49
20230820,11,24,26,46,48,50
20230823,3,11,12,24,28,29
20230826,7,8,17,32,39,43
20230827,3,6,33,34,38,44
20230829,12,20,30,31,34,44
20230830,22,23,28,29,34,49
20230902,3,7,9,11,19,35
20230903,3,7,12,15,17,45
20230906,22,25,27,34,39,43
20230909,2,8,15,21,38,48
20230910,3,8,22,38,42,50
20230913,7,13,15,18,29,32
20230916,1,9,11,35,43,48
20230917,4,9,11,15,22,31
20230920,7,25,27,34,36,40
20230923,5,7,21,26,39,48
20230924,9,11,22,28,32,39
20230927,25,32,39,43,45,50
20230930,8,13,14,33,43,44
20231001,2,14,16,17,26,34
20231004,24,25,26,34,36,46
20231007,2,20,23,28,33,43
20231008,1,3,13,16,33,45
20231011,20,26,32,37,40,47
20231014,14,17,30,32,38,43
20231015,10,13,15,16,42,49
20231018,1,23,36,43,47,50
20231021,3,14,19,24,28,43
20231022,14,23,30,35,42,49
20231025,1,15,18,33,38,48
20231028,2,4,12,25,27,50
20231029,11,23,28,31,32,46
20231031,2,3,20,22,27,47
20231101,18,24,29,33,45,49
20231104,2,4,23,39,41,47
20231105,24,29,30,39,42,50
20231108,8,19,21,38,41,43
20231111,9,16,22,27,32,40
20231112,16,28,33,40,44,49
20231115,15,25,30,42,43,47
20231118,10,24,29,31,34,48
20231119,1,15,19,25,34,48
20231122,19,28,29,32,38,42
20231125,2,20,34,40,44,49
20231126,2,13,15,23,35,38
20231129,1,8,9,26,31,50
20231202,20,23,30,32,36,48
20231203,6,11,27,29,31,37
20231206,10,14,15,20,31,43
20231209,13,14,19,31,36,40
20231210,2,24,37,40,42,44
20231213,1,29,33,35,40,44
20231216,23,30,38,41,45,49
20231217,1,6,9,36,42,49
20231220,14,15,24,36,38,45
20231223,4,7,10,25,29,41
20231224,4,7,13,14,49,50
20231226,8,11,29,34,39,41
20231227,1,2,35,36,37,38
20231230,6,10,27,33,41,47
20231231,16,18,29,40,45,49
20240103,1,13,35,47,49,50
20240106,1,13,27,30,31,46
20240107,22,31,33,39,40,47
20240110,14,21,33,34,41,45
20240113,14,15,19,29,38,39
20240114,5,6,18,29,38,49
20240117,7,13,20,31,33,44
20240120,10,13,18,23,35,45
20240121,7,18,24,29,42,47
20240124,3,6,25,28,35,50
20240127,4,15,20,29,34,35
20240128,6,8,11,25,27,33
20240131,21,30,36,48,49,50
20240203,8,15,31,33,45,48
20240204,9,18,24,32,39,44
20240207,2,6,12,25,47,50
20240210,3,8,24,25,36,49
20240211,2,3,17,42,47,48
20240213,7,15,29,37,43,49
20240214,9,20,33,43,45,50
20240217,14,15,17,19,38,44
20240218,1,8,14,34,41,49
20240220,1,2,11,20,44,48
20240221,11,12,15,29,32,34
20240224,23,30,32,34,44,47
20240225,7,21,27,31,41,42
20240228,6,31,34,43,46,49
20240302,6,12,14,19,25,28
20240303,14,16,21,26,34,42
20240305,6,15,17,29,35,49
20240306,5,22,23,24,47,50
20240309,10,18,28,30,34,41
20240310,8,9,13,16,20,32
20240313,7,17,31,36,42,45
20240316,14,16,18,36,38,41
20240317,16,27,28,39,44,50
20240320,15,30,36,44,48,50
20240323,3,18,21,28,37,45
20240324,13,26,32,40,45,47
20240327,13,14,17,27,28,46
20240330,10,16,17,29,30,39
20240331,7,15,23,31,45,48
20240403,3,13,19,26,28,40
20240406,7,12,14,19,28,36
20240407,14,19,22,29,45,47
20240410,7,10,11,30,43,45
20240413,2,3,13,29,42,44
20240414,2,29,34,41,43,50
20240417,12,13,16,18,20,46
20240420,20,35,41,44,48,50
20240421,7,8,19,22,23,29
20240424,4,7,9,27,30,32
20240427,5,35,39,40,46,50
20240428,5,8,26,31,36,49
20240501,5,8,23,35,36,46
20240504,2,6,11,14,21,47
20240505,4,25,27,39,45,49
20240508,1,2,6,9,24,34
20240511,15,29,33,35,41,45
20240512,4,10,21,25,33,44
20240515,12,16,26,34,47,48
20240518,5,11,17,25,30,49
20240519,5,10,25,37,42,50
20240522,5,21,28,43,46,47
20240525,9,21,23,24,37,41
20240526,17,34,36,42,44,49
20240528,28,33,36,44,47,50
20240529,5,13,17,20,33,48
20240601,3,7,25,46,47,49
20240602,17,23,31,36,38,47
20240605,2,8,30,32,42,45
20240608,24,27,28,32,43,50
20240609,17,18,28,34,40,44
20240612,7,10,21,29,39,42
20240615,4,5,6,14,30,35
20240616,14,20,24,29,40,48
20240619,2,19,27,30,34,37
20240622,5,9,10,18,23,45
20240623,22,27,31,36,37,48
20240625,6,7,14,23,24,25
20240626,2,15,20,22,34,41
20240629,11,14,22,37,42,47
20240630,18,31,32,33,44,46
20240703,16,24,30,31,39,41
20240706,3,4,12,36,47,49
20240707,2,16,19,27,30,36
20240710,4,7,20,41,46,50
20240713,12,22,30,33,40,45
20240714,2,23,29,31,38,44
20240717,2,3,5,7,20,43
20240720,10,15,18,19,25,45
20240721,1,9,12,18,28,44
20240724,10,22,24,32,41,43
20240727,30,36,37,44,46,48
20240728,4,11,17,25,29,50
20240731,7,33,37,45,46,48
20240803,9,14,26,31,33,39
20240804,3,5,11,12,34,42
20240807,4,6,17,30,33,48
20240810,10,11,12,13,46,47
20240811,2,22,34,35,44,50
20240813,5,7,17,21,22,49
20240814,10,12,31,35,37,39
20240817,4,10,16,19,38,49
20240818,5,11,12,42,43,48
20240821,6,18,39,40,41,45
20240824,1,5,12,23,31,42
20240825,6,9,15,17,28,36
20240828,1,10,21,32,41,42
20240831,1,2,9,21,27,44
20240901,1,6,10,17,21,35
20240904,3,13,33,36,46,48
20240907,1,14,16,27,37,46
20240908,3,10,16,18,46,47
20240911,14,26,30,33,38,39
20240914,15,19,24,31,32,45
20240915,8,11,12,23,24,35
20240918,8,11,19,29,39,40
20240921,6,7,19,34,39,40
20240922,4,7,17,19,26,47
20240925,2,8,29,31,33,50
20240928,7,13,29,33,38,47
20240929,8,15,29,31,36,49
20241002,8,10,31,32,33,41
20241005,7,9,17,23,27,48
20241006,3,6,10,12,28,41
20241009,1,6,15,29,38,43
20241012,2,10,20,39,40,47
20241013,1,8,10,13,45,50
20241016,1,4,14,19,39,45
20241019,6,12,25,32,40,43
20241020,2,8,22,29,37,47
20241023,7,8,35,42,43,48
20241026,7,8,43,44,46,47
20241027,3,12,15,17,29,42
20241029,12,15,17,24,33,42
20241030,2,7,14,26,39,50
20241102,1,20,36,46,49,50
20241103,7,8,14,35,42,43
20241106,12,18,20,30,42,49
20241109,14,17,21,31,37,45
20241110,1,7,16,25,42,43
20241113,6,11,20,24,29,42
20241116,5,8,17,44,49,50
20241117,12,13,15,19,35,36
20241120,2,12,13,17,35,41
20241123,12,18,19,21,43,44
20241124,8,22,30,34,41,45
20241127,8,15,20,34,38,42
20241130,8,11,15,23,27,47
20241201,4,9,15,26,30,50
20241204,1,21,23,24,42,48
20241207,2,4,14,24,40,49
20241208,3,7,12,28,35,41
20241211,1,19,34,38,42,43
20241214,16,22,23,35,40,44
20241215,2,7,11,13,25,39
20241218,5,7,29,33,46,47
20241221,6,24,25,43,47,50
20241222,1,10,33,38,39,43
20241225,1,12,17,19,33,41
20241228,11,15,18,41,43,45
20241229,3,18,26,30,36,50
20241231,8,16,29,30,35,40
20250101,1,7,19,24,32,35
20250104,1,5,7,23,25,26
20250105,3,11,16,24,33,40
20250108,1,9,21,27,29,39
20250111,6,8,15,28,42,44
20250112,16,22,29,39,42,49
20250115,25,39,40,44,48,50
20250118,3,12,14,16,21,26
20250119,3,4,17,28,37,44
20250122,27,31,32,40,49,50
20250125,8,12,16,19,43,45
20250126,4,21,24,29,36,44
20250128,10,25,29,31,33,42
20250129,6,19,33,37,42,49
20250201,11,22,30,36,42,43
20250202,5,9,13,16,23,41
20250204,6,15,25,34,40,43
20250205,3,6,26,34,44,46
20250208,6,7,22,26,30,43
20250209,5,13,20,31,36,49
20250211,8,19,31,32,39,44
20250212,2,11,13,14,16,22
20250215,8,19,20,28,31,46
20250216,19,20,31,33,38,43
20250219,5,16,27,32,39,50
20250222,8,11,25,27,33,42
20250223,3,21,27,31,35,37
20250226,7,15,22,35,36,39
20250301,8,19,25,37,39,40
20250302,10,12,28,32,39,46
20250305,1,14,16,36,38,42
20250308,1,9,16,29,36,50
20250309,3,7,26,27,45,50
20250312,12,21,37,44,48,50
20250315,12,19,28,29,40,44
20250316,13,37,41,46,47,48
20250319,23,25,35,37,43,47
20250322,1,5,12,32,33,43
20250323,4,23,25,30,35,36
20250326,1,5,9,21,40,49
20250329,7,12,24,30,43,44
20250330,12,18,23,37,41,42
20250402,15,23,24,41,47,49
20250405,6,12,26,30,37,40
20250406,2,7,30,43,46,50
20250409,2,8,9,10,25,28
20250412,1,7,25,41,43,44
20250413,2,4,18,21,36,49
20250416,1,6,24,25,33,50
20250419,5,11,20,22,35,48
20250420,1,5,14,17,27,32
20250423,9,13,18,35,39,41
20250426,15,17,21,23,27,37
20250427,2,7,42,44,49,50
20250429,2,9,23,26,41,44
20250430,19,26,31,46,47,49
20250503,4,24,29,31,32,40
20250504,9,15,18,33,38,42
20250507,3,8,19,20,35,49
20250510,2,4,6,25,40,50
20250511,12,27,32,41,45,49
20250514,3,6,18,19,31,42
20250517,10,19,25,40,44,46
20250518,6,13,23,36,45,48
20250521,9,11,19,28,45,50
20250524,20,26,28,29,40,49
20250525,3,6,16,39,40,47
20250527,12,16,34,35,36,42
20250528,14,30,38,40,45,49
20250531,1,2,16,19,35,39
20250601,7,13,32,42,43,47
20250604,1,11,22,26,32,35
20250607,2,4,10,12,39,43
20250608,4,22,24,30,34,36
20250611,12,25,28,37,41,42
20250614,1,5,30,41,45,49
20250615,2,14,26,30,34,39
20250618,2,10,25,41,42,46
20250621,8,14,18,24,27,32
20250622,12,26,31,35,40,43
20250625,6,13,20,23,44,50
20250628,12,35,38,42,47,50
20250629,13,17,40,42,44,45
20250702,4,9,17,35,38,39
20250705,8,16,23,26,40,45
20250706,16,32,34,36,40,43
20250709,1,8,9,20,32,39
20250712,21,23,32,33,37,47
20250713,13,27,31,41,43,49
20250716,17,23,26,37,41,42
20250719,4,8,17,31,32,50
20250720,5,25,34,35,44,46
20250723,2,9,30,34,37,43
20250726,1,4,18,32,37,40
20250727,1,7,12,16,46,50
20250729,9,23,26,27,46,49
20250730,3,6,23,30,41,50
20250802,4,14,21,24,31,33
20250803,4,6,11,27,30,38
20250806,4,9,12,22,28,50
20250809,4,24,32,43,45,48
20250810,4,5,23,24,35,36
20250813,17,23,30,34,38,40
20250816,12,24,25,28,34,42
20250817,9,14,16,17,19,30
20250820,8,20,23,27,39,47
20250823,3,7,8,12,26,37
20250824,3,4,10,13,42,49
20250827,6,12,25,35,38,43
20250830,17,21,26,28,34,38
20250831,9,16,20,31,33,47
20250903,5,16,26,29,34,47
20250906,9,11,13,16,21,33
20250907,14,32,33,36,45,48
20250910,12,23,33,39,40,46
20250913,2,15,20,24,39,43
20250914,2,8,29,34,39,42
20250917,3,23,26,29,37,38
20250920,17,28,29,35,46,47
20250921,13,21,31,34,41,42
20250924,14,28,33,39,46,48
20250927,8,14,20,21,26,34
20250928,18,29,33,35,41,43
20251001,7,19,21,25,37,48
20251004,4,6,10,13,25,39
20251005,14,16,24,40,42,49
20251008,4,7,16,23,31,40
20251011,1,5,9,40,42,50
20251012,1,13,19,27,30,34
20251015,9,16,17,25,34,45
20251018,1,11,24,36,38,44
20251019,5,11,16,26,27,39
20251022,12,15,21,39,40,43
20251025,2,17,19,22,23,24
20251026,18,23,25,37,39,44
20251028,11,14,28,29,35,49
20251029,3,12,29,35,44,46
20251101,3,29,38,39,42,43
20251102,3,7,13,17,39,41
20251105,2,16,17,41,43,45
20251108,22,25,26,40,44,48
20251109,3,14,15,16,18,20
20251112,6,8,11,22,27,34
20251115,2,16,20,33,38,50
20251116,4,6,9,22,27,46
20251119,11,22,28,30,47,48
20251122,6,15,19,26,44,48
20251123,6,14,25,38,42,46
20251126,5,8,18,27,31,49
20251129,2,11,15,18,34,43
20251130,1,4,30,38,46,50
20251203,2,7,17,27,40,45
20251206,1,9,20,24,44,47
20251207,3,13,20,22,39,41
20251210,10,16,26,36,42,44
20251213,12,13,16,26,39,48
20251214,9,16,22,38,42,48
20251217,15,16,23,32,42,45
20251220,5,8,9,15,17,38
20251221,2,20,28,29,30,38
20251224,5,10,16,25,30,41
20251227,11,14,18,22,24,46
20251228,1,7,28,38,41,49
20251230,10,14,21,44,45,48
20251231,12,14,20,21,32,48
20260103,11,14,20,32,38,48
20260104,1,2,22,35,36,40
20260107,10,11,17,19,25,33
20260110,11,22,39,41,45,49
20260111,1,2,4,41,46,48
20260114,21,24,29,36,37,39
20260117,4,7,10,30,36,50
20260118,5,24,26,31,33,46
20260121,13,17,23,30,33,45
20260124,7,16,20,33,44,50
20260125,2,4,8,9,31,45